title,provider,provider_type,curriculum,country,province,grade,phase,subject,topic,language,resource_type,year,term,examination_type,url,memo_url,licence,trust_level,quality_score,source_url,discovered_from,discovered_at,last_verified,status
2025 SA EMS Olympiad Grade 9 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,9,Senior Phase,Economics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-EMS-Olympiads-Grade-9-2025-Updated.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/EMS-Olympiad-Answers-GR-8-9-2025-Final.pdf,unknown,B,77,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
2025 SA Foundation Phase Mathematics Olympiad Grade 3 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,3,Foundation Phase,Mathematics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/FEMSSISA-Grade-3-Mathematics-Olympiads-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/FOUNDATION-PHASE-MATHEMATICS-OLYMPIAD-ANSWERS-GR-1-3-2025.pdf,unknown,B,76,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (user-provided URL),2026-09-05,2026-09-05,verified
2023 SA Business Studies Olympiad Grade 10 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,10,FET,Business Studies,Olympiad,English,Olympiad problem,2023,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2023/12/South-African-Business-Studies-Olympiads-Grade-10-2023.pdf,https://saolympiads.co.za/wp-content/uploads/2023/12/Business-Studies-Olympiad-Answers-GR-10-11-2023.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Business Studies Olympiad Grade 10 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,10,FET,Business Studies,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Business-Studies-Olympiads-Grade-10-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Business-Studies-Olympiad-Answers-GR-10-12-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Business Studies Olympiad Grade 10 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,10,FET,Business Studies,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Business-Studies-Olympiads-Grade-10-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Business-Studies-Olympiad-Answers-GR-10-12-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2023 SA Business Studies Olympiad Grade 11 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,11,FET,Business Studies,Olympiad,English,Olympiad problem,2023,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2023/12/South-African-Business-Studies-Olympiads-Grade-11-2023.pdf,https://saolympiads.co.za/wp-content/uploads/2023/12/Business-Studies-Olympiad-Answers-GR-10-11-2023.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Business Studies Olympiad Grade 11 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,11,FET,Business Studies,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Business-Studies-Olympiads-Grade-11-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Business-Studies-Olympiad-Answers-GR-10-12-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Business Studies Olympiad Grade 11 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,11,FET,Business Studies,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Business-Studies-Olympiads-Grade-11-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Business-Studies-Olympiad-Answers-GR-10-12-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Business Studies Olympiad Grade 12 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,12,FET,Business Studies,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Business-Studies-Olympiads-Grade-12-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Business-Studies-Olympiad-Answers-GR-10-12-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Accounting Olympiad Grade 10 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,10,FET,Accounting,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Accounting-Olympiads-Grade-10-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Accounting-Olympiad-Answers-GR-10-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Accounting Olympiad Grade 10 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,10,FET,Accounting,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Accounting-Olympiads-Grade-10-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Accounting-Olympiad-Answers-GR-10-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Accounting Olympiad Grade 11 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,11,FET,Accounting,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Accounting-Olympiads-Grade-11-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Accounting-Olympiad-Answers-GR-11-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Accounting Olympiad Grade 11 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,11,FET,Accounting,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Accounting-Olympiads-Grade-11-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Accounting-Olympiad-Answers-GR-11-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Accounting Olympiad Grade 12 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,12,FET,Accounting,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Accounting-Olympiads-Grade-12-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Accounting-Olympiad-Answers-GR-12-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2023 SA Mathematical Literacy Olympiad Grade 10 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,10,FET,Mathematical Literacy,Olympiad,English,Olympiad problem,2023,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2023/12/South-African-Mathematical-Literacy-Olympiads-Grade-10-2023.pdf,https://saolympiads.co.za/wp-content/uploads/2023/12/Mathematical-Literacy-Olympiad-Answers-GR-10-11-2023.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Mathematical Literacy Olympiad Grade 10 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,10,FET,Mathematical Literacy,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Mathematical-Literacy-Olympiads-Grade-10-2024-Question-Paper.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/SA-OLYMPIADS-Mathematical-Literacy-Olympiad-Answers-GR-10-12-2024-Final.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Mathematical Literacy Olympiad Grade 10 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,10,FET,Mathematical Literacy,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Mathematical-Literacy-Olympiads-Grade-10-2025-Final.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/SA-OLYMPIADS-Mathematical-Literacy-Olympiad-Answers-GR-10-12-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2023 SA Mathematical Literacy Olympiad Grade 11 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,11,FET,Mathematical Literacy,Olympiad,English,Olympiad problem,2023,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2023/12/South-African-Mathematical-Literacy-Olympiads-Grade-11-2023.pdf,https://saolympiads.co.za/wp-content/uploads/2023/12/Mathematical-Literacy-Olympiad-Answers-GR-10-11-2023.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Mathematical Literacy Olympiad Grade 11 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,11,FET,Mathematical Literacy,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Mathematical-Literacy-Olympiads-Grade-11-2024-Question-Paper.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/SA-OLYMPIADS-Mathematical-Literacy-Olympiad-Answers-GR-10-12-2024-Final.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Mathematical Literacy Olympiad Grade 11 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,11,FET,Mathematical Literacy,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Mathematical-Literacy-Olympiads-Grade-11-2025-Final.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/SA-OLYMPIADS-Mathematical-Literacy-Olympiad-Answers-GR-10-12-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Mathematical Literacy Olympiad Grade 12 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,12,FET,Mathematical Literacy,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Mathematical-Literacy-Olympiads-Grade-12-2024-Question-Paper.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/SA-OLYMPIADS-Mathematical-Literacy-Olympiad-Answers-GR-10-12-2024-Final.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA EMS Olympiad Grade 7 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,7,Senior Phase,Economics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-EMS-Olympiad-Grade-7-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/EMS-Olympiad-Answers-GR-7-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA EMS Olympiad Grade 8 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,8,Senior Phase,Economics,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-EMS-Olympiads-Grade-8-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/EMS-Olympiad-Answers-GR-8-9-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA EMS Olympiad Grade 8 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,8,Senior Phase,Economics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-EMS-Olympiads-Grade-8-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/EMS-Olympiad-Answers-GR-8-9-2025-Final.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA EMS Olympiad Grade 9 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,9,Senior Phase,Economics,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-EMS-Olympiads-Grade-9-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/EMS-Olympiad-Answers-GR-8-9-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Technology Olympiad Grade 7 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,7,Senior Phase,Technology,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Technology-Olympiads-2025-Grade-7.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Technology-Olympiad-Answers-2025-Grade-7-Updated.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Technology Olympiad Grade 8 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,8,Senior Phase,Technology,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Technology-Olympiads-Grade-8-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Technology-Olympiad-Answers-GR-8-9-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Technology Olympiad Grade 8 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,8,Senior Phase,Technology,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-Technology-Olympiads-2025-Grade-8.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/EMS-Olympiad-Answers-GR-8-9-2025-Final.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Technology Olympiad Grade 9 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,9,Senior Phase,Technology,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-Technology-Olympiads-Grade-9-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Technology-Olympiad-Answers-GR-8-9-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Natural Science Olympiad Grade 7 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,7,Senior Phase,Natural Sciences,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/Natural-Science-Olympiads-Grade-7-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Natural-Science-Olympiad-Answers-GR-7-9-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Natural Science Olympiad Grade 8 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,8,Senior Phase,Natural Sciences,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/Natural-Science-Olympiads-Grade-8-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Natural-Science-Olympiad-Answers-GR-7-9-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Natural Science Olympiad Grade 9 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,9,Senior Phase,Natural Sciences,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/Natural-Science-Olympiads-Grade-9-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Natural-Science-Olympiad-Answers-GR-7-9-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Natural Science Olympiad Grade 7 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,7,Senior Phase,Natural Sciences,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Natural-Science-Olympiads-Grade-7-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2026/07/South-African-Natural-Science-Olympiads-Grade-7-9-2025_Answers.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Natural Science Olympiad Grade 8 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,8,Senior Phase,Natural Sciences,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Natural-Science-Olympiads-Grade-8-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2026/07/South-African-Natural-Science-Olympiads-Grade-7-9-2025_Answers.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Natural Science & Technology Olympiad Grade 4 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,4,Intermediate Phase,Natural Sciences,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-NSTech-Olympiads-Grade-4-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Natural-Science-%5E0-Technology-Olympiad-Answers-GR-4-6-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Natural Science & Technology Olympiad Grade 4 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,4,Intermediate Phase,Natural Sciences,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-NSTech-Olympiads-Grade-4-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Natural-Science-%5E0-Technology-Olympiad-Answers-GR-4-6-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Natural Science & Technology Olympiad Grade 5 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,5,Intermediate Phase,Natural Sciences,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-NSTech-Olympiads-Grade-5-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Natural-Science-%5E0-Technology-Olympiad-Answers-GR-4-6-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Natural Science & Technology Olympiad Grade 5 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,5,Intermediate Phase,Natural Sciences,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-NSTech-Olympiads-Grade-5-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Natural-Science-%5E0-Technology-Olympiad-Answers-GR-4-6-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Natural Science & Technology Olympiad Grade 6 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,6,Intermediate Phase,Natural Sciences,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/South-African-NSTech-Olympiads-Grade-6-2024.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Natural-Science-%5E0-Technology-Olympiad-Answers-GR-4-6-2024.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Natural Science & Technology Olympiad Grade 6 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,6,Intermediate Phase,Natural Sciences,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/South-African-NSTech-Olympiads-Grade-6-2025.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/Natural-Science-%5E0-Technology-Olympiad-Answers-GR-4-6-2025.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Coding and Robotics Olympiad Grade 1 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,1,Foundation Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Coding-and-Robotics-EXAMINATION-GRADE-1.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/CR-Answers-grade-1-3.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Coding and Robotics Olympiad Grade 2 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,2,Foundation Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Coding-and-Robotics-EXAMINATION-GRADE-2.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/CR-Answers-grade-1-3.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Coding and Robotics Olympiad Grade 3 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,3,Foundation Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Coding-and-Robotics-EXAMINATION-GRADE-3.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/CR-Answers-grade-1-3.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Coding and Robotics Olympiad Grade 4 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,4,Intermediate Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/Coding-and-Robotics-EXAMINATION-GRADE-4.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Coding-%5EL0-Robotics-Marking-Memo-Grade-4-7.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Coding and Robotics Olympiad Grade 4 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,4,Intermediate Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Coding-and-Robotics-EXAMINATION-GRADE-4.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/CR-Answers-grade-4-6.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Coding and Robotics Olympiad Grade 5 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,5,Intermediate Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/Coding-and-Robotics-EXAMINATION-GRADE-5.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Coding-%5EL0-Robotics-Marking-Memo-Grade-4-7.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Coding and Robotics Olympiad Grade 5 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,5,Intermediate Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Coding-and-Robotics-EXAMINATION-GRADE-5.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/CR-Answers-grade-4-6.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2024 SA Coding and Robotics Olympiad Grade 6 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,6,Intermediate Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2024,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/01/Coding-and-Robotics-EXAMINATION-GRADE-6.pdf,https://saolympiads.co.za/wp-content/uploads/2025/01/Coding-%5EL0-Robotics-Marking-Memo-Grade-4-7.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
2025 SA Coding and Robotics Olympiad Grade 6 + memo,SA Olympiads,competition organisation,CAPS/NCS,South Africa,National,6,Intermediate Phase,Coding & Robotics,Olympiad,English,Olympiad problem,2025,N/A,SA Olympiads annual competition,https://saolympiads.co.za/wp-content/uploads/2025/11/Coding-and-Robotics-EXAMINATION-GRADE-6.pdf,https://saolympiads.co.za/wp-content/uploads/2025/11/CR-Answers-grade-4-6.pdf,unknown,B,75,https://saolympiads.co.za/past-papers/,SA Olympiads past papers page (bulk expansion),2026-09-05,2026-09-05,verified
